"","variable_num","variable","numbers","full_variable"
"2153",NA,"item_bring_other",NA,"Location and time of displacement"
"2154",NA,"item_bring_other",NA,"Proportion of Kis reporting unaccompanied or separated children in the travel group"
"2155",NA,"item_bring_other",NA,"Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"2156",NA,"item_bring_other",NA,"Issues encountered during displacement"
"2157",NA,"item_bring_other",NA,"Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"2158",NA,"item_bring_other",NA,"FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"2159",NA,"item_bring_other",NA,"Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"2160",NA,"item_bring_other",NA,"Priority needs"
"2161",NA,"item_bring_other",NA,"Intentions in the next two weeks"
"2162",NA,"item_bring_other",NA,"Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"2163",NA,"item_bring_other",NA,"Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"2164",NA,"item_bring_other",NA,"Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"2165",NA,"item_bring_other",NA,"What is the main reason Kis reported for travel groups leaving their location of residence?  "
"2166",NA,"item_bring_other",NA,"Displacement routes"
"2167",NA,"item_bring_other",NA,"Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"2168",NA,"item_bring_other",NA,"Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"2169",NA,"item_bring_other",NA,"Travel group composition"
"2170",NA,"item_bring_other",NA,"Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"2171",NA,"leftpie1","0.4888889","Location of Interview"
"2172",NA,"leftpie1","0.4888889","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"2173",NA,"leftpie1","0.4888889","Travel across the border"
"2174",NA,"leftpie1","0.4888889","If there are unaccompanied or separated children in the travel group, how many?"
"2175",NA,"leftpie1","0.4888889","Proportion of Kis reporting each intention for their travel group in the next two days"
"2176",NA,"leftpie1","0.4888889","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"2177",NA,"leftpie1","0.4888889","Questionnaire"
"2178",NA,"leftpie1","0.4888889","Proportion of Kis reporting that travel group members left family members behind"
"2179",NA,"leftpie1","0.4888889","Proportion of Kis reporting pregnant or lactating women in the travel group"
"2180",NA,"leftpie1","0.4888889","Intentions in the next two days"
"2181",NA,"leftpie1","0.4888889","If there are pregnant or lactating women in the travel group, how many?"
"2182",NA,"leftpie1","0.4888889","If there are physically disabled people in the travel group, how many?"
"2183",NA,"leftpie1","0.4888889","Proportion of Kis reporting that members of the travel group were already living in displacement"
"2184",NA,"leftpie1","0.4888889","Key Informant (KI) Demographics"
"2185",NA,"leftpie1","0.4888889",NA
"2186",NA,"leftpie1","0.4888889","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"2187",NA,"leftpie1","0.4888889","Gender of KI"
"2188",NA,"leftpie1","0.4888889","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"2189",NA,"leftpie1","0.4888889","When did travel groups leave the location from which they travelled?"
"2190",NA,"leftpie1","0.4888889","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"2191",NA,"leftpie1","0.4888889","Proportion of Kis reporting physically disabled people in the travel group"
"2192",NA,"leftpie1","0.4888889","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"2193",NA,"leftpie1","0.4888889","How many people are in travel groups?"
"2194",NA,"leftpie1","0.4888889","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"2195",NA,"leftpie1","0.4888889","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"2196",NA,"leftpie1","0.4888889","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"2197",NA,"leftpie1","0.4888889","Location and time of displacement"
"2198",NA,"leftpie1","0.4888889","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"2199",NA,"leftpie1","0.4888889","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"2200",NA,"leftpie1","0.4888889","Issues encountered during displacement"
"2201",NA,"leftpie1","0.4888889","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"2202",NA,"leftpie1","0.4888889","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"2203",NA,"leftpie1","0.4888889","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"2204",NA,"leftpie1","0.4888889","Priority needs"
"2205",NA,"leftpie1","0.4888889","Intentions in the next two weeks"
"2206",NA,"leftpie1","0.4888889","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"2207",NA,"leftpie1","0.4888889","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"2208",NA,"leftpie1","0.4888889","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"2209",NA,"leftpie1","0.4888889","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"2210",NA,"leftpie1","0.4888889","Displacement routes"
"2211",NA,"leftpie1","0.4888889","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"2212",NA,"leftpie1","0.4888889","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"2213",NA,"leftpie1","0.4888889","Travel group composition"
"2214",NA,"leftpie1","0.4888889","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"2215",NA,"leftpie13","0.1888889","Location of Interview"
"2216",NA,"leftpie13","0.1888889","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"2217",NA,"leftpie13","0.1888889","Travel across the border"
"2218",NA,"leftpie13","0.1888889","If there are unaccompanied or separated children in the travel group, how many?"
"2219",NA,"leftpie13","0.1888889","Proportion of Kis reporting each intention for their travel group in the next two days"
"2220",NA,"leftpie13","0.1888889","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"2221",NA,"leftpie13","0.1888889","Questionnaire"
"2222",NA,"leftpie13","0.1888889","Proportion of Kis reporting that travel group members left family members behind"
"2223",NA,"leftpie13","0.1888889","Proportion of Kis reporting pregnant or lactating women in the travel group"
"2224",NA,"leftpie13","0.1888889","Intentions in the next two days"
"2225",NA,"leftpie13","0.1888889","If there are pregnant or lactating women in the travel group, how many?"
"2226",NA,"leftpie13","0.1888889","If there are physically disabled people in the travel group, how many?"
"2227",NA,"leftpie13","0.1888889","Proportion of Kis reporting that members of the travel group were already living in displacement"
"2228",NA,"leftpie13","0.1888889","Key Informant (KI) Demographics"
"2229",NA,"leftpie13","0.1888889",NA
"2230",NA,"leftpie13","0.1888889","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"2231",NA,"leftpie13","0.1888889","Gender of KI"
"2232",NA,"leftpie13","0.1888889","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"2233",NA,"leftpie13","0.1888889","When did travel groups leave the location from which they travelled?"
"2234",NA,"leftpie13","0.1888889","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"2235",NA,"leftpie13","0.1888889","Proportion of Kis reporting physically disabled people in the travel group"
"2236",NA,"leftpie13","0.1888889","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"2237",NA,"leftpie13","0.1888889","How many people are in travel groups?"
"2238",NA,"leftpie13","0.1888889","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"2239",NA,"leftpie13","0.1888889","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
